"X.U.FEFF.Equipment";"Serialnummer";"TypBez";"BauJ";"Bestelldaten";"SBNR";"Auftrag";"Vertrag";"BewArt";"Meßwert";"Name.1";"Ort";"KDW";"VkOrg";"KM";"technischer.Hinweis";"interne.Bemerkung";"Meßwert..2.";"SendStelle";"SCd";"Gabeln.ink";"Batt.Ladeg";"Reifen.ink";"Anbaug";"Ident.Nr";"Schadenart";"Baugruppe";"Materialkurztext";"Z.Wechsel";"Beginn";"Ende";"Garantie.ab";"Garantie.bis";"Column.34";"Column.35";"Column.36";"Column.37";"Column.38";"Lohn.Koste";"Mat..Koste";"AnschDat";"Währg";"TechnAb";"SourceFile";"Source";"Filtered.to.at.17.13.49"
"3905065";"516211B01298";"RX 20-16";"2011";NA;13014833647;"6006341701";"12084439";"661";NA;"Nemera Neuenburg GmbH";"Neuenburg";"941483";"0130";"0";"Fahrzeugübergabe , Ladegerät in betrieb genommen   , Scheinwerfer eingestellt , Rückfahrsensor   geprüft , dauer Signal ( Kabelstecker";NA;NA;NA;"01";NA;NA;NA;NA;NA;NA;"Betriebsmittel";NA;NA;"26/01/2012";"26/01/2012";"27/12/2011";"27/12/2012";"0";"0";NA;NA;NA;"140.45";"0";"02/12/2011";"EUR";"07/02/2012";"Ansgar_1.xlsx";NA;"Untagged"
"3905065";"516211B01298";"RX 20-16";"2011";NA;13014833670;"6006355255";NA;"633";NA;"Nemera Neuenburg GmbH";"Neuenburg";"941483";"0130";"20";"Terminal motage durchgeführt .";NA;NA;NA;"01";NA;NA;NA;NA;NA;NA;"Sensorik";NA;NA;"18/01/2012";"18/01/2012";"27/12/2011";"27/12/2012";"0";"0";NA;NA;NA;"156.45";"0";"02/12/2011";"EUR";"09/02/2012";"Ansgar_1.xlsx";NA;"Untagged"
"3905065";"516211B01298";"RX 20-16";"2011";NA;800000291196;"6006945406";"10077934";"617";NA;"Nemera Neuenburg GmbH";"Neuenburg";"941483";"0130";"10";NA;"Servicebericht über Stornofunktion angelegt. (SB auf manuell)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"24/07/2012";"24/07/2012";"27/12/2011";"27/12/2012";"0";"0";NA;NA;NA;"103.66";"94.08";"02/12/2011";"EUR";"14/08/2012";"Ansgar_1.xlsx";NA;"Untagged"
"3905065";"516211B01298";"RX 20-16";"2011";NA;13014834048;"6007041146";"10077934";"617";NA;"Nemera Neuenburg GmbH";"Neuenburg";"941483";"0130";"20";"Hydraulikschlauch am Hubmast seitlich   durchgescheuert .Datum und Uhrzeiten für Fleet   Manager eingestellt .";NA;NA;NA;"03";NA;NA;NA;NA;NA;NA;"Ersetzt";NA;NA;"11/09/2012";"13/09/2012";"27/12/2011";"27/12/2012";"0";"0";NA;NA;NA;"219.94";"110.92";"02/12/2011";"EUR";"25/09/2012";"Ansgar_1.xlsx";NA;"Untagged"
"3905065";"516211B01298";"RX 20-16";"2011";NA;13014834242;"6007403892";"10077934";"617";NA;"Nemera Neuenburg GmbH";"Neuenburg";"941483";"0130";"20";"Durchführung der turnusmäßigen Wartungsarbeiten und der jährlichen UVV-Prüfung";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"07/01/2013";"07/01/2013";"27/12/2011";"27/12/2012";"1.3";"1";NA;NA;NA;"175.73";"1.14";"02/12/2011";"EUR";"23/01/2013";"Ansgar_1.xlsx";NA;"Untagged"
"3905065";"516211B01298";"RX 20-16";"2011";NA;13014834509;"6008006296";"10077934";"617";NA;"Nemera Neuenburg GmbH";"Neuenburg";"941483";"0130";"10";"Wartung nach 1000 Betriebsstunden";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"12/06/2013";"12/06/2013";"27/12/2011";"27/12/2012";"1";"0";NA;NA;NA;"84.11";"11.09";"02/12/2011";"EUR";"20/06/2013";"Ansgar_1.xlsx";NA;"Untagged"
"3905065";"516211B01298";"RX 20-16";"2011";NA;13023670099;"6008216234";"10077934";"617";NA;"Nemera Neuenburg GmbH";"Neuenburg";"942367";"0130";"14";"Batterie undicht , Aquamatik instandgesetzt ,   Batterie gereinigt ,Batterietrog abgesaugt .";"Klären ob Batterien im FS enthalten sind";NA;NA;"09";NA;NA;NA;NA;NA;NA;"Neu abgedichtet";NA;NA;"19/08/2013";"19/08/2013";"27/12/2011";"27/12/2012";"0";"0";NA;NA;NA;"183.4";"106.2";"02/12/2011";"EUR";"22/08/2013";"Ansgar_1.xlsx";NA;"Untagged"
"3905065";"516211B01298";"RX 20-16";"2011";NA;800000357357;"6008450142";"10077934";"617";NA;"Nemera Neuenburg GmbH";"Neuenburg";"941483";"0130";"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"21/10/2013";"21/10/2013";"27/12/2011";"27/12/2012";"0";"0";NA;NA;NA;"0";"410";"02/12/2011";"EUR";"26/10/2013";"Ansgar_1.xlsx";NA;"Untagged"
"3905065";"516211B01298";"RX 20-16";"2011";NA;13014834775;"6008505281";"10077934";"617";NA;"Nemera Neuenburg GmbH";"Neuenburg";"941483";"0130";"10";"Räder auf der Lenkachse erneuert .";NA;NA;NA;"09";NA;NA;NA;NA;NA;NA;"Ersetzt";NA;NA;"28/11/2013";"28/11/2013";"27/12/2011";"27/12/2012";"0";"0";NA;NA;NA;"111.46";"196";"02/12/2011";"EUR";"30/11/2013";"Ansgar_1.xlsx";NA;"Untagged"
"3905065";"516211B01298";"RX 20-16";"2011";NA;13014834863;"6008588231";"10077934";"617";NA;"Nemera Neuenburg GmbH";"Neuenburg";"941483";"0130";"10";"Durchführung der turnusmäßigen Wartungsarbeiten und der jährlichen UVV-Prüfung";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3905065";"516211B01298";"RX 20-16";"2011";NA;13014834784;"6008640751";"10077934";"617";NA;"Nemera Neuenburg GmbH";"Neuenburg";"941483";"0130";"10";"einen zusätzlichen Blue Spot zum Test vorne   aufgebaut";"""Rücksprache Ralf Hund"""" schreiben""";NA;NA;"9";NA;NA;NA;NA;NA;NA;"Nacharbeit Sonstige";NA;NA;"04/12/2013";"04/12/2013";"27/12/2011";"27/12/2012";"0";"0";NA;NA;NA;"159.31";"0";"02/12/2011";"EUR";"10/12/2013";"Ansgar_1.xlsx";NA;"Untagged"
"3905065";"516211B01298";"RX 20-16";"2011";"30198024";13014834857;"6008825283";NA;"510";NA;"Nemera Neuenburg GmbH";"Neuenburg";"941483";"0130";"0";"Rückblende erneuert und Rückfahrsensoren neu   angebracht . Defekte Batteriestecker ersetzt und   geprüft .";NA;NA;NA;"13";NA;NA;NA;NA;NA;NA;"Ersetzt";NA;NA;"29/01/2014";"31/01/2014";"27/12/2011";"27/12/2012";"0";"0";NA;NA;NA;"273.5";"169.6";"02/12/2011";"EUR";"05/02/2014";"Ansgar_1.xlsx";NA;"Untagged"
"3905065";"516211B01298";"RX 20-16";"2011";NA;13009493993;"6008957697";"10077934";"510";NA;"Nemera Neuenburg GmbH";"Neuenburg";"940949";"0130";"26";"Batteriekabel zerstört. Neues Kabel besorgt und montiert";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"05/03/2014";"05/03/2014";"27/12/2011";"27/12/2012";"0";"0";NA;NA;NA;"95.71";"65";"02/12/2011";"EUR";"12/03/2014";"Ansgar_1.xlsx";NA;"Untagged"
"3905065";"516211B01298";"RX 20-16";"2011";NA;800000381062;"6008985916";"10077934";"510";NA;"Nemera Neuenburg GmbH";"Neuenburg";"941483";"0130";"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"13/03/2014";"13/03/2014";"27/12/2011";"27/12/2012";"0";"0";NA;NA;NA;"0";"118.58";"02/12/2011";"EUR";"15/03/2014";"Ansgar_1.xlsx";NA;"Untagged"
"3905065";"516211B01298";"RX 20-16";"2011";"0030205885";13014835112;"6009421032";"10077934";"510";NA;"Nemera Neuenburg GmbH";"Neuenburg";"941483";"0130";"20";"Unfallschaden Diagnose durchgeführt , Material bestellt .";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3905065";"516211B01298";"RX 20-16";"2011";NA;13023670961;"6009452536";"10077934";"617";NA;"Nemera Neuenburg GmbH";"Neuenburg";"942367";"0130";"0";"Teilelieferung";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"22/09/2014";"22/09/2014";"27/12/2011";"27/12/2012";"0";"0";NA;NA;NA;"0";"17.82";"02/12/2011";"EUR";"24/09/2014";"Ansgar_1.xlsx";NA;"Untagged"
"3905065";"516211B01298";"RX 20-16";"2011";NA;13023670826;"6009452555";"10077934";"617";NA;"Nemera Neuenburg GmbH";"Neuenburg";"942367";"0130";"0";"Schraube von Armlehenverstellung erneuert , Gewinden defetk verschlissen";NA;NA;NA;"9";NA;NA;NA;NA;NA;NA;"Ersetzt";NA;NA;"23/07/2014";"23/07/2014";"27/12/2011";NA;"0";"0";NA;NA;NA;"35.52";"17.82";"02/12/2011";"EUR";"26/07/2014";"Ansgar_1.xlsx";NA;"Untagged"
"3905065";"516211B01298";"RX 20-16";"2011";NA;13014835135;"6009489020";"10077934";"617";NA;"Nemera Neuenburg GmbH";"Neuenburg";"941483";"0130";"0";"Diagnose durchgeführt , Fahrersitz instandgesetzt und Schraube 0532058 an der Armlehne bestellt .";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3905065";"516211B01298";"RX 20-16";"2011";NA;13023670875;"6009511523";"10077934";"617";NA;"Nemera Neuenburg GmbH";"Neuenburg";"942367";"0130";"12";"Drehgriff erneuert.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3905065";"516211B01298";"RX 20-16";"2011";NA;13023670877;"6009541733";"10077934";"617";NA;"Nemera Neuenburg GmbH";"Neuenburg";"942367";"0130";"0";"Teilelieferung";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"12/08/2014";"12/08/2014";"27/12/2011";"27/12/2012";"0";"0";NA;NA;NA;"0";"69.35";"02/12/2011";"EUR";"15/08/2014";"Ansgar_1.xlsx";NA;"Untagged"
"3905065";"516211B01298";"RX 20-16";"2011";NA;13014835165;"6009677302";"10077934";"617";NA;"Nemera Neuenburg GmbH";"Neuenburg";"941483";"0130";"40";"Ölverlust geprüft , Seitenschieber undicht diesen mit Reparatursatz angedichtet , Funktion geprüft";NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;"Ersetzt";NA;NA;"17/09/2014";"19/09/2014";"27/12/2011";NA;"0";"0";NA;NA;NA;"307.81";"35.5";"02/12/2011";"EUR";"24/09/2014";"Ansgar_1.xlsx";NA;"Untagged"
"3905065";"516211B01298";"RX 20-16";"2011";NA;13014835167;"6009687136";"10077934";"617";NA;"Nemera Neuenburg GmbH";"Neuenburg";"941483";"0130";"60";"Fehleranzeige , Bremse defekt , Diagnose durchgeführt , Statische Aufladung am Fahrzeugrahmen , Erdungsband erneuert .";NA;NA;NA;"01";NA;NA;NA;NA;NA;NA;"Ersetzt";NA;NA;"22/09/2014";"23/09/2014";"27/12/2011";NA;"0";"0";NA;NA;NA;"376.51";"27";"02/12/2011";"EUR";"03/10/2014";"Ansgar_1.xlsx";NA;"Untagged"
"3905065";"516211B01298";"RX 20-16";"2011";NA;13014835334;"6009975359";"10077934";"617";NA;"Nemera Neuenburg GmbH";"Neuenburg";"941483";"0130";"10";"Durchführung der turnusmäßigen Wartungsarbeiten und der jährlichen UVV-Prüfung";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"15/01/2015";"15/01/2015";"27/12/2011";NA;"1.8";"1";NA;NA;NA;"222.52";"2.42";"02/12/2011";"EUR";"20/01/2015";"Ansgar_1.xlsx";NA;"Untagged"
"3905065";"516211B01298";"RX 20-16";"2011";NA;13014835332;"6010102603";"10077934";"617";NA;"Nemera Neuenburg GmbH";"Neuenburg";"941483";"0130";"10";"Batterie instandgesetzt , diverse Zellenverbinder erneuert mit Schrauben und die Batteriepole gereinigt .";NA;NA;NA;"01";NA;NA;NA;NA;NA;NA;"Repariert Sonstige";NA;NA;"13/01/2015";"13/01/2015";"27/12/2011";NA;"0";"0";NA;NA;NA;"151.51";"53.1";"02/12/2011";"EUR";"27/01/2015";"Ansgar_1.xlsx";NA;"Untagged"
"3905065";"516211B01298";"RX 20-16";"2011";NA;13014835350;"6010142282";"10077934";"510";NA;"Nemera Neuenburg GmbH";"Neuenburg";"941483";"0130";"0";"Batterietrog undicht , auf Gewaltschaden   überprüft , keinen festgestellt ( Verschleiß )";"Batterietrog undicht , auf Gewaltschaden   überprüft , keinen festgestellt ( Verschleiß )";NA;NA;"09";NA;NA;NA;NA;NA;NA;"Fehlersuche";NA;NA;"20/01/2015";"20/01/2015";"27/12/2011";NA;"0";"0";NA;NA;NA;"71.01";"583";"02/12/2011";"EUR";"16/02/2015";"Ansgar_1.xlsx";NA;"Untagged"
"3905065";"516211B01298";"RX 20-16";"2011";NA;13014136349;"6010265724";"10077934";"617";NA;"Nemera Neuenburg GmbH";"Neuenburg";"941413";"0130";"20";"Ölverlust,gereinigt";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"3905065";"516211B01298";"RX 20-16";"2011";NA;800000446552;"6010608651";"10077934";"617";NA;"Nemera Neuenburg GmbH";"Neuenburg";"941483";"0130";"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"22/05/2015";"22/05/2015";"27/12/2011";"27/12/2012";"0";"0";NA;NA;NA;"0";"170.6";"02/12/2011";"EUR";"29/05/2015";"Ansgar_1.xlsx";NA;"Untagged"
"3905065";"516211B01298";"RX 20-16";"2011";"4300244641";13014835558;"6010741888";"10077934";"510";NA;"Nemera Neuenburg GmbH";"Neuenburg";"941483";"0130";"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"26/06/2015";"26/06/2015";"27/12/2011";NA;"0";"0";NA;NA;NA;"0";"2882.8";"02/12/2011";"EUR";"09/07/2015";"Ansgar_1.xlsx";NA;"Untagged"
"3905065";"516211B01298";"RX 20-16";"2011";NA;13014835580;"6010826572";"10077934";"617";NA;"Nemera Neuenburg GmbH";"Neuenburg";"941483";"0130";"20";"Rückfahrsensor instandgesetzt , ausgetauscht durch neuen .";NA;NA;NA;"01";NA;NA;NA;NA;NA;NA;"Ersetzt";NA;NA;"20/07/2015";"20/07/2015";"27/12/2011";NA;"0";"0";NA;NA;NA;"129.2";"0";"02/12/2011";"EUR";"21/07/2015";"Ansgar_1.xlsx";NA;"Untagged"
"3905065";"516211B01298";"RX 20-16";"2011";NA;13014835605;"6010827040";"10077934";"617";NA;"Nemera Neuenburg GmbH";"Neuenburg";"941483";"0130";"10";"Alle Räder erneuert ,";NA;NA;NA;"09";NA;NA;NA;NA;NA;NA;"Ersetzt";NA;NA;"31/07/2015";"31/07/2015";"27/12/2011";NA;"0";"0";NA;NA;NA;"141.87";"246.48";"02/12/2011";"EUR";"08/08/2015";"Ansgar_1.xlsx";NA;"Untagged"
"3905065";"516211B01298";"RX 20-16";"2011";NA;13014835607;"6010901788";"10077934";"617";NA;"Nemera Neuenburg GmbH";"Neuenburg";"941483";"0130";"0";"Im Display Service nötig , Wartung nach 500 Betriebsstunden durchgeführt .";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"31/07/2015";"31/07/2015";"27/12/2011";NA;"1.5";"0";NA;NA;NA;"110.4";"3.19";"02/12/2011";"EUR";"08/08/2015";"Ansgar_1.xlsx";NA;"Untagged"
"3905065";"516211B01298";"RX 20-16";"2011";NA;13014835839;"6011352219";"10077934";"617";NA;"Nemera Neuenburg GmbH";"Neuenburg";"941483";"0130";"20";"Durchführung der turnusmäßigen Wartungsarbeiten und der jährlichen UVV-Prüfung";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"04/01/2016";"11/01/2016";"27/12/2011";NA;"2.1";"1";NA;NA;NA;"276.39";"43.75";"02/12/2011";"EUR";"15/01/2016";"Ansgar_1.xlsx";NA;"Untagged"
"3905065";"516211B01298";"RX 20-16";"2011";"30230796";301148300158;"6011958722";NA;"510";NA;"Nemera Neuenburg GmbH";"Neuenburg";"941483";"0130";"10";"Safety Light hinten abgerissen und verbogen , gerichtet und neu befestigt . Funktion geprüft .";NA;NA;NA;"13";NA;NA;NA;NA;NA;NA;"Befestigt";NA;NA;"02/05/2016";"02/05/2016";"27/12/2011";NA;"0";"0";NA;NA;NA;"161.52";"0";"02/12/2011";"EUR";"11/05/2016";"Ansgar_1.xlsx";NA;"Untagged"
"3905065";"516211B01298";"RX 20-16";"2011";NA;301148300413;"6012667357";"10077934";"617";NA;"Nemera Neuenburg GmbH";"Neuenburg";"941483";"0130";"20";"Diagnose durchgeführt , Gerät hat keine Leistung mehr , Reset durchgeführt und Funktionen geprüft , Fehler ist nicht mehr   aufgetreten .";NA;NA;NA;"06";NA;NA;NA;NA;NA;NA;"Fehlersuche";NA;NA;"03/11/2016";"03/11/2016";"27/12/2011";NA;"0";"0";NA;NA;NA;"208.87";"0";"02/12/2011";"EUR";"11/11/2016";"Ansgar_1.xlsx";NA;"Untagged"
"4108536";"516215C01115";"RX 20-20";"2012";NA;2009604425;"6007547136";"10084794";"510";NA;"Schenker Deutschland AG";"Salzgitter";"940960";"0020";"0";"Angebot zur Nachrüstung einer Front- und   Dachscheibe, sowie Arbeitsscheinwerfer vorn   erstellt;";"Angebotsnummer: 86425604 & 86425669; Angebote   bitte an Herrn Beckmann senden und ihm anbieten,";NA;NA;NA;NA;NA;NA;NA;NA;"Sonstiges; offnes";"Angebot erstellt";"Scheinwerfer 'LED";NA;"28/12/2012";"28/12/2012";"19/12/2012";"19/12/2013";"0";NA;NA;NA;NA;"44.21";"0";NA;"EUR";"14/02/2013";"Ansgar_2.xlsx";NA;"Untagged"
"4108536";"516215C01115";"RX 20-20";"2012";NA;2006854823;"6007595158";NA;"510";NA;"Schenker Deutschland AG";"Salzgitter";"940685";"0020";"38";"Gewaltschaden.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4108536";"516215C01115";"RX 20-20";"2012";NA;2002093992;"6007903805";"10084794";"617";NA;"Schenker Deutschland AG";"Hannover";"940209";"0020";"61";"Ölverlust  im -Bereich vom Handbremshebel, Batterie 158A läuft über.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4108536";"516215C01115";"RX 20-20";"2012";NA;2006855057;"6008141731";"10084794";"617";NA;"Schenker Deutschland AG";"Salzgitter";"940685";"0020";"38";"Wartung duchrgeführt. Schmiernippel vom Hubgerüst   dicht. Schmiernippel abgebrochen beim   abschrauben. Gewinde frei gemacht. Nippel";"Hallo Jens,";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"22/07/2013";"22/07/2013";"19/12/2012";NA;"0.7";NA;NA;NA;NA;"293.62";"6.14";NA;"EUR";"27/07/2013";"Ansgar_2.xlsx";NA;"Untagged"
"4108536";"516215C01115";"RX 20-20";"2012";NA;2006855119;"6008212413";NA;"510";NA;"Schenker Deutschland AG";"Salzgitter";"940685";"0020";"42";"Gewaltschaden.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4108536";"516215C01115";"RX 20-20";"2012";NA;2006855228;"6008409042";"10084794";"617";NA;"Schenker Deutschland AG";"Salzgitter";"940685";"0020";"0";"Räder für Schenker";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"31/10/2013";"31/10/2013";"19/12/2012";NA;"0";NA;NA;NA;NA;"0";"12";NA;"EUR";"08/11/2013";"Ansgar_2.xlsx";NA;"Untagged"
"4108536";"516215C01115";"RX 20-20";"2012";NA;2006855185;"6008414161";"10084794";"617";NA;"Schenker Deutschland AG";"Salzgitter";"940685";"0020";"0";"Hubgerüst soll teilweise Geräusche mache. Fahrzeug überprüft. Kein Geräusche feststellbar. Hubgerüst abgeschmiert.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"09/10/2013";"09/10/2013";"19/12/2012";NA;"0";NA;NA;NA;NA;"109.39";"1.65";NA;"EUR";"12/10/2013";"Ansgar_2.xlsx";NA;"Untagged"
"4108536";"516215C01115";"RX 20-20";"2012";NA;2006855225;"6008443085";"10084794";"510";NA;"Schenker Deutschland AG";"Salzgitter";"940685";"0020";"0";"Räder ausgewechselt.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"30/10/2013";"30/10/2013";"19/12/2012";NA;"0";NA;NA;NA;NA;"102.56";"12";NA;"EUR";"08/11/2013";"Ansgar_2.xlsx";NA;"Untagged"
"4108536";"516215C01115";"RX 20-20";"2012";NA;2006855369;"6008739298";"10084794";"617";NA;"Schenker Deutschland AG";"Salzgitter";"940685";"0020";"38";"Räder ausgewechselt. Pause auf der Rückweg.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"13/01/2014";"13/01/2014";"19/12/2012";NA;"0.6";NA;NA;NA;NA;"150.05";"12";NA;"EUR";"17/01/2014";"Ansgar_2.xlsx";NA;"Untagged"
"4108536";"516215C01115";"RX 20-20";"2012";NA;2006855491;"6008955905";NA;"510";NA;"Schenker Deutschland AG";"Salzgitter";"940685";"0020";"38";"Gewaltschaden.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4108536";"516215C01115";"RX 20-20";"2012";NA;2006855810;"6009062818";NA;"510";NA;"Schenker Deutschland AG";"Salzgitter";"940685";"0020";"0";"Räder Rückstand";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"01/10/2014";"01/10/2014";"19/12/2012";NA;"0";NA;NA;NA;NA;"0";"39.14";NA;"EUR";"04/10/2014";"Ansgar_2.xlsx";NA;"Untagged"
"4108536";"516215C01115";"RX 20-20";"2012";NA;2006855562;"6009115165";NA;"510";NA;"Schenker Deutschland AG";"Salzgitter";"940685";"0020";"38";"Gewaltschaden.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4108536";"516215C01115";"RX 20-20";"2012";NA;2009605196;"6009165668";NA;"510";NA;"Schenker Deutschland AG";"Salzgitter";"940960";"0020";"0";"Geschwindigkeitsreduzierung auf 10 km/h";"Reduzierung gemäß Angebot";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"30/04/2014";"30/04/2014";"19/12/2012";NA;"0";NA;NA;NA;NA;"14.19";"0";NA;"EUR";"16/05/2014";"Ansgar_2.xlsx";NA;"Untagged"
"4108536";"516215C01115";"RX 20-20";"2012";NA;800000394499;"6009325691";"10084794";"617";NA;"Schenker Deutschland AG";"Salzgitter";"940685";"0020";"38";NA;"Servicebericht über Stornofunktion angelegt. (SB auf manuell)";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"16/04/2014";"07/05/2014";"19/12/2012";NA;"0.7";NA;NA;NA;NA;"320.12";"24";NA;"EUR";"13/06/2014";"Ansgar_2.xlsx";NA;"Untagged"
"4108536";"516215C01115";"RX 20-20";"2012";NA;2006855652;"6009355264";"10084794";"617";NA;"Schenker Deutschland AG";"Salzgitter";"940685";"0020";"0";"Lastketten ausgewechselt und eingestellt.";NA;NA;NA;NA;NA;NA;NA;NA;NA;"Materialfehler";"Ersetzt";"Flyerkette Zsb 'BL623 2x3 GL95 LK2027.5";NA;"25/06/2014";"25/06/2014";"19/12/2012";NA;"0";NA;NA;NA;NA;"142.01";"225.48";NA;"EUR";"02/07/2014";"Ansgar_2.xlsx";NA;"Untagged"
"4108536";"516215C01115";"RX 20-20";"2012";NA;2006855669;"6009357546";"10084794";"510";NA;"Schenker Deutschland AG";"Salzgitter";"940685";"0020";"0";"Räder ausgewechselt";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"03/07/2014";"03/07/2014";"19/12/2012";NA;"0";NA;NA;NA;NA;"71.01";"12";NA;"EUR";"09/07/2014";"Ansgar_2.xlsx";NA;"Untagged"
"4108536";"516215C01115";"RX 20-20";"2012";NA;2006855644;"6009365753";"10084794";"617";NA;"Schenker Deutschland AG";"Salzgitter";"940685";"0020";"38";"Wartung durchgeführt. Pause auf der Rückfahrt.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"21/06/2014";"21/06/2014";"19/12/2012";NA;"0.7";NA;NA;NA;NA;"227.82";"6.14";NA;"EUR";"26/06/2014";"Ansgar_2.xlsx";NA;"Untagged"
"4108536";"516215C01115";"RX 20-20";"2012";NA;2009605475;"6009489547";"10084794";"617";NA;"Schenker Deutschland AG";"Salzgitter";"940960";"0020";"0";"AT-Räder ausgeliefert;";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"30/10/2014";"30/10/2014";"19/12/2012";NA;"0";NA;NA;NA;NA;"0";"12";NA;"EUR";"04/11/2014";"Ansgar_2.xlsx";NA;"Untagged"
"4108536";"516215C01115";"RX 20-20";"2012";NA;2006855744;"6009529258";NA;"510";NA;"Schenker Deutschland AG";"Salzgitter";"940685";"0020";"38";"Gewaltschaden.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"4108536";"516215C01115";"RX 20-20";"2012";NA;2011685122;"6009696865";"10084794";"617";NA;"Schenker Deutschland AG";"Salzgitter";"941168";"0020";"0";"Verschlissene Lenkräder ersetzt";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"23/09/2014";"23/09/2014";"19/12/2012";NA;"0";NA;NA;NA;NA;"113.6";"12";NA;"EUR";"26/09/2014";"Ansgar_2.xlsx";NA;"Untagged"
"4108536";"516215C01115";"RX 20-20";"2012";"HG002 80539";2008716311;"6009729254";"10084794";"510";NA;"Schenker Deutschland AG";"Salzgitter";"940871";"0020";"38";"Nachrüstung FLM4x mit Parametrierung / Änderung Applik. sowie teachen des Beschleuinigungssensores. Anlegen mehererer Zugandsmedien   zur Überbrückung der kundeneigenen Karten.";NA;NA;NA;NA;NA;NA;NA;NA;NA;"Gewaltschaden";"Nacharbeit Sonstige";"Umrüstsatz 'FleetManager 4.x";NA;"16/10/2014";"16/10/2014";"19/12/2012";NA;"0.7";NA;NA;NA;NA;"249.12";"941.36";NA;"EUR";"21/10/2014";"Ansgar_2.xlsx";NA;"Untagged"
